Component,Name,Start_Time,End_Time,Total_Time,Assembly_Time,Main_Assembly_Time,Transport_Time,Status,Transport_Delay
Storage,Storage_478,0.0,30637.388798619697,30637.388798619697,479.0,3.922532588454376,3.0,Success,-30151.466266031242
RAM,RAM_478,0.0,30644.380639171603,30644.380639171603,479.0,3.3552986512524092,3.0,Success,-30159.02534052035
Motherboard,Motherboard_478,0.0,30653.223453551025,30653.223453551025,479.0,5.0,3.0,Success,-30166.223453551025
CoolingSystem,CoolingSystem_478,0.0,30661.861366828827,30661.861366828827,479.0,4.447731755424063,3.0,Success,-30175.413635073404
Processor,Processor_479,0.0,30672.855658799355,30672.855658799355,480.0,5.0,4.0,Success,-30183.855658799355
GraphicsCard,GraphicsCard_479,0.0,30682.782943836653,30682.782943836653,480.0,5.0,4.0,Success,-30193.782943836653
Computer,Computer_305,,30687.534038183065,,5.0,,,Success,
Storage,Storage_479,0.0,30692.011379905434,30692.011379905434,480.0,3.922532588454376,4.0,Success,-30204.08884731698
Box,Box_479,0.0,30700.929489787442,30700.929489787442,480.0,3.922532588454376,4.0,Success,-30213.006957198988
PowerSupply,PowerSupply_479,0.0,30711.051475177377,30711.051475177377,480.0,5.000000000000001,4.0,Success,-30222.051475177377
RAM,RAM_479,0.0,30720.09081979559,30720.09081979559,480.0,3.3552986512524092,4.0,Success,-30232.73552114434
Motherboard,Motherboard_479,0.0,30729.688451950246,30729.688451950246,480.0,5.0,4.0,Success,-30240.688451950246
CoolingSystem,CoolingSystem_479,0.0,30740.064528074578,30740.064528074578,480.0,4.447731755424063,4.0,Success,-30251.616796319155
Storage,Storage_239,0.0,30749.392506500677,30749.392506500677,240.0,3.922532588454376,4.0,Success,-30501.469973912222
Processor,Processor_480,0.0,30757.999443775796,30757.999443775796,481.0,5.0,2.0,Success,-30269.999443775796
GraphicsCard,GraphicsCard_480,0.0,30766.522989869263,30766.522989869263,481.0,5.0,2.0,Success,-30278.522989869263
Computer,Computer_306,,30771.66857340219,,5.0,,,Success,
Storage,Storage_480,0.0,30772.63188848504,30772.63188848504,481.0,3.922532588454376,2.0,Success,-30285.709355896586
Box,Box_480,0.0,30779.48525550609,30779.48525550609,481.0,3.922532588454376,2.0,Success,-30292.562722917635
PowerSupply,PowerSupply_480,0.0,30787.394641583407,30787.394641583407,481.0,5.000000000000001,2.0,Success,-30299.394641583407
Motherboard,Motherboard_480,0.0,30794.73431897571,30794.73431897571,481.0,5.0,2.0,Success,-30306.73431897571
CoolingSystem,CoolingSystem_480,0.0,30802.521839296052,30802.521839296052,481.0,4.447731755424063,2.0,Success,-30315.07410754063
Processor,Processor_481,0.0,30811.42383928533,30811.42383928533,482.0,5.0,3.0,Success,-30321.42383928533
GraphicsCard,GraphicsCard_481,0.0,30819.69295629951,30819.69295629951,482.0,5.0,3.0,Success,-30329.69295629951
Box,Box_481,0.0,30827.213996129187,30827.213996129187,482.0,3.922532588454376,3.0,Success,-30338.291463540732
PowerSupply,PowerSupply_481,0.0,30836.915532502142,30836.915532502142,482.0,5.000000000000001,3.0,Success,-30346.915532502142
Motherboard,Motherboard_481,0.0,30845.3337981367,30845.3337981367,482.0,5.0,3.0,Success,-30355.3337981367
CoolingSystem,CoolingSystem_481,0.0,30854.594807630372,30854.594807630372,482.0,4.447731755424063,3.0,Success,-30365.14707587495
Processor,Processor_240,0.0,30862.200790022664,30862.200790022664,241.0,5.0,2.0,Success,-30614.200790022664
Processor,Processor_482,0.0,30873.063107745063,30873.063107745063,483.0,5.0,4.0,Success,-30381.063107745063
Storage,Storage_482,0.0,30882.579353439058,30882.579353439058,483.0,3.922532588454376,4.0,Success,-30391.656820850603
Box,Box_482,0.0,30891.550893205495,30891.550893205495,483.0,3.922532588454376,4.0,Success,-30400.62836061704
PowerSupply,PowerSupply_482,0.0,30902.4775118363,30902.4775118363,483.0,5.000000000000001,4.0,Success,-30410.4775118363
RAM,RAM_482,0.0,30911.827990097343,30911.827990097343,483.0,3.3552986512524092,4.0,Success,-30421.47269144609
Computer,Computer_307,,30917.47819546937,,5.0,,,Success,
Motherboard,Motherboard_482,0.0,30922.237760439646,30922.237760439646,483.0,5.0,4.0,Success,-30430.237760439646
CoolingSystem,CoolingSystem_482,0.0,30930.867773637943,30930.867773637943,483.0,4.447731755424063,4.0,Success,-30439.42004188252
Processor,Processor_483,0.0,30938.55476320749,30938.55476320749,484.0,5.0,2.0,Success,-30447.55476320749
GraphicsCard,GraphicsCard_483,0.0,30946.27054851549,30946.27054851549,484.0,5.0,2.0,Success,-30455.27054851549
PowerSupply,PowerSupply_483,0.0,30954.622471080787,30954.622471080787,484.0,5.000000000000001,2.0,Success,-30463.622471080787
RAM,RAM_483,0.0,30961.467546286614,30961.467546286614,484.0,3.3552986512524092,2.0,Success,-30472.112247635363
Motherboard,Motherboard_483,0.0,30969.943551100754,30969.943551100754,484.0,5.0,2.0,Success,-30478.943551100754
CoolingSystem,CoolingSystem_483,0.0,30977.123391116307,30977.123391116307,484.0,4.447731755424063,2.0,Success,-30486.675659360884
Processor,Processor_241,0.0,30986.103058311524,30986.103058311524,242.0,5.0,3.0,Success,-30736.103058311524
RAM,RAM_241,0.0,30994.07473873993,30994.07473873993,242.0,3.3552986512524092,3.0,Success,-30745.71944008868
Processor,Processor_484,0.0,31003.623944433126,31003.623944433126,485.0,5.0,3.0,Success,-30510.623944433126
GraphicsCard,GraphicsCard_484,0.0,31012.76652461966,31012.76652461966,485.0,5.0,3.0,Success,-30519.76652461966
Storage,Storage_484,0.0,31020.12302645793,31020.12302645793,485.0,3.922532588454376,3.0,Success,-30528.200493869477
PowerSupply,PowerSupply_484,0.0,31028.624149886426,31028.624149886426,485.0,5.000000000000001,3.0,Success,-30535.624149886426
Motherboard,Motherboard_484,0.0,31038.577334353602,31038.577334353602,485.0,5.0,3.0,Success,-30545.577334353602
CoolingSystem,CoolingSystem_484,0.0,31046.87051597746,31046.87051597746,485.0,4.447731755424063,3.0,Success,-30554.42278422204
GraphicsCard,GraphicsCard_485,0.0,31057.859229540267,31057.859229540267,486.0,5.0,4.0,Success,-30562.859229540267
Storage,Storage_485,0.0,31066.444917591765,31066.444917591765,486.0,3.922532588454376,4.0,Success,-30572.52238500331
Box,Box_485,0.0,31075.339684261427,31075.339684261427,486.0,3.922532588454376,4.0,Success,-30581.417151672973
Computer,Computer_308,,31079.487237290465,,5.0,,,Success,
PowerSupply,PowerSupply_485,0.0,31085.612681984876,31085.612681984876,486.0,5.000000000000001,4.0,Success,-30590.612681984876
RAM,RAM_485,0.0,31093.940196059324,31093.940196059324,486.0,3.3552986512524092,4.0,Success,-30600.584897408073
Motherboard,Motherboard_485,0.0,31104.279804599428,31104.279804599428,486.0,5.0,4.0,Success,-30609.279804599428
CoolingSystem,CoolingSystem_485,0.0,31114.229557357827,31114.229557357827,486.0,4.447731755424063,4.0,Success,-30619.781825602404
Processor,Processor_486,0.0,31122.956777354568,31122.956777354568,487.0,5.0,2.0,Success,-30628.956777354568
GraphicsCard,GraphicsCard_486,0.0,31130.316340000976,31130.316340000976,487.0,5.0,2.0,Success,-30636.316340000976
Storage,Storage_486,0.0,31136.81941978584,31136.81941978584,487.0,3.922532588454376,2.0,Success,-30643.896887197385
Box,Box_486,0.0,31144.52906530054,31144.52906530054,487.0,3.922532588454376,2.0,Success,-30651.606532712085
PowerSupply,PowerSupply_486,0.0,31152.395020082327,31152.395020082327,487.0,5.000000000000001,2.0,Success,-30658.395020082327
RAM,RAM_486,0.0,31159.296557135393,31159.296557135393,487.0,3.3552986512524092,2.0,Success,-30666.94125848414
Motherboard,Motherboard_486,0.0,31168.237828323126,31168.237828323126,487.0,5.0,2.0,Success,-30674.237828323126
CoolingSystem,CoolingSystem_486,0.0,31174.84078111123,31174.84078111123,487.0,4.447731755424063,2.0,Success,-30681.393049355807
Processor,Processor_487,0.0,31183.74263302911,31183.74263302911,488.0,5.0,3.0,Success,-30687.74263302911
GraphicsCard,GraphicsCard_487,0.0,31193.321719440417,31193.321719440417,488.0,5.0,3.0,Success,-30697.321719440417
Storage,Storage_487,0.0,31200.87587208267,31200.87587208267,488.0,3.922532588454376,3.0,Success,-30705.953339494215
Box,Box_487,0.0,31207.82072190126,31207.82072190126,488.0,3.922532588454376,3.0,Success,-30712.898189312804
Computer,Computer_309,,31212.53990559605,,5.0,,,Success,
PowerSupply,PowerSupply_487,0.0,31216.703175405484,31216.703175405484,488.0,5.000000000000001,3.0,Success,-30720.703175405484
RAM,RAM_487,0.0,31224.55149030466,31224.55149030466,488.0,3.3552986512524092,3.0,Success,-30730.19619165341
Motherboard,Motherboard_487,0.0,31234.049987813647,31234.049987813647,488.0,5.0,3.0,Success,-30738.049987813647
CoolingSystem,CoolingSystem_487,0.0,31243.46019483437,31243.46019483437,488.0,4.447731755424063,3.0,Success,-30748.012463078947
RAM,RAM_243,0.0,31249.681687109663,31249.681687109663,244.0,3.3552986512524092,2.0,Success,-31000.326388458412
Processor,Processor_488,0.0,31259.879575397677,31259.879575397677,489.0,5.0,4.0,Success,-30761.879575397677
GraphicsCard,GraphicsCard_488,0.0,31269.66356545073,31269.66356545073,489.0,5.0,4.0,Success,-30771.66356545073
Storage,Storage_488,0.0,31278.963171309562,31278.963171309562,489.0,3.922532588454376,4.0,Success,-30782.040638721108
Box,Box_488,0.0,31288.29095119182,31288.29095119182,489.0,3.922532588454376,4.0,Success,-30791.368418603364
Computer,Computer_310,,31293.80720864045,,5.0,,,Success,
PowerSupply,PowerSupply_488,0.0,31298.250103183655,31298.250103183655,489.0,5.000000000000001,4.0,Success,-30800.250103183655
RAM,RAM_488,0.0,31306.28490505043,31306.28490505043,489.0,3.3552986512524092,4.0,Success,-30809.92960639918
Motherboard,Motherboard_488,0.0,31316.205956432263,31316.205956432263,489.0,5.0,4.0,Success,-30818.205956432263
CoolingSystem,CoolingSystem_488,0.0,31325.73957489359,31325.73957489359,489.0,4.447731755424063,4.0,Success,-30828.291843138166
Processor,Processor_489,0.0,31334.037052702337,31334.037052702337,490.0,5.0,2.0,Success,-30837.037052702337
GraphicsCard,GraphicsCard_489,0.0,31342.3261158987,31342.3261158987,490.0,5.0,2.0,Success,-30845.3261158987
Box,Box_489,0.0,31348.797273527987,31348.797273527987,490.0,3.922532588454376,2.0,Success,-30852.874740939533
PowerSupply,PowerSupply_489,0.0,31357.624505499916,31357.624505499916,490.0,5.000000000000001,2.0,Success,-30860.624505499916
RAM,RAM_489,0.0,31363.842760427924,31363.842760427924,490.0,3.3552986512524092,2.0,Success,-30868.487461776673
Motherboard,Motherboard_489,0.0,31372.698702609006,31372.698702609006,490.0,5.0,2.0,Success,-30875.698702609006
CoolingSystem,CoolingSystem_489,0.0,31379.447449777064,31379.447449777064,490.0,4.447731755424063,2.0,Success,-30882.99971802164
Processor,Processor_490,0.0,31388.969485292233,31388.969485292233,491.0,5.0,3.0,Success,-30889.969485292233
GraphicsCard,GraphicsCard_490,0.0,31398.039127305357,31398.039127305357,491.0,5.0,3.0,Success,-30899.039127305357
Storage,Storage_490,0.0,31406.205803501456,31406.205803501456,491.0,3.922532588454376,3.0,Success,-30908.283270913
Box,Box_490,0.0,31414.600365348873,31414.600365348873,491.0,3.922532588454376,3.0,Success,-30916.67783276042
PowerSupply,PowerSupply_490,0.0,31423.269787830937,31423.269787830937,491.0,5.000000000000001,3.0,Success,-30924.269787830937
RAM,RAM_490,0.0,31430.68267317477,31430.68267317477,491.0,3.3552986512524092,3.0,Success,-30933.32737452352
Motherboard,Motherboard_490,0.0,31440.514741755374,31440.514741755374,491.0,5.0,3.0,Success,-30941.514741755374
CoolingSystem,CoolingSystem_490,0.0,31449.86058821658,31449.86058821658,491.0,4.447731755424063,3.0,Success,-30951.412856461156
Processor,Processor_491,0.0,31459.499799769263,31459.499799769263,492.0,5.0,4.0,Success,-30958.499799769263
GraphicsCard,GraphicsCard_491,0.0,31469.11937965778,31469.11937965778,492.0,5.0,4.0,Success,-30968.11937965778
Storage,Storage_491,0.0,31477.92323392095,31477.92323392095,492.0,3.922532588454376,4.0,Success,-30978.000701332494
Computer,Computer_311,,31482.256232913736,,5.0,,,Success,
Box,Box_491,0.0,31486.535811589147,31486.535811589147,492.0,3.922532588454376,4.0,Success,-30986.613279000692
PowerSupply,PowerSupply_491,0.0,31496.961380046992,31496.961380046992,492.0,5.000000000000001,4.0,Success,-30995.961380046992
RAM,RAM_491,0.0,31504.9700034966,31504.9700034966,492.0,3.3552986512524092,4.0,Success,-31005.61470484535
Box,Box_245,0.0,31514.130230006,31514.130230006,246.0,3.922532588454376,4.0,Success,-31260.207697417547
Processor,Processor_492,0.0,31521.275042259378,31521.275042259378,493.0,5.0,2.0,Success,-31021.275042259378
GraphicsCard,GraphicsCard_492,0.0,31529.334462568313,31529.334462568313,493.0,5.0,2.0,Success,-31029.334462568313
Storage,Storage_492,0.0,31535.535435169557,31535.535435169557,493.0,3.922532588454376,2.0,Success,-31036.612902581102
Box,Box_492,0.0,31542.89128399533,31542.89128399533,493.0,3.922532588454376,2.0,Success,-31043.968751406876
PowerSupply,PowerSupply_492,0.0,31550.29864427542,31550.29864427542,493.0,5.000000000000001,2.0,Success,-31050.29864427542
RAM,RAM_492,0.0,31556.233912860076,31556.233912860076,493.0,3.3552986512524092,2.0,Success,-31057.878614208825
CoolingSystem,CoolingSystem_492,0.0,31564.120371536836,31564.120371536836,493.0,4.447731755424063,2.0,Success,-31064.672639781413
Processor,Processor_493,0.0,31573.95416651993,31573.95416651993,494.0,5.0,3.0,Success,-31071.95416651993
GraphicsCard,GraphicsCard_493,0.0,31583.340672570615,31583.340672570615,494.0,5.0,3.0,Success,-31081.340672570615
Storage,Storage_493,0.0,31592.16998012906,31592.16998012906,494.0,3.922532588454376,3.0,Success,-31091.247447540605
Box,Box_493,0.0,31599.961983280693,31599.961983280693,494.0,3.922532588454376,3.0,Success,-31099.03945069224
PowerSupply,PowerSupply_493,0.0,31608.128471282922,31608.128471282922,494.0,5.000000000000001,3.0,Success,-31106.128471282922
RAM,RAM_493,0.0,31616.03395117073,31616.03395117073,494.0,3.3552986512524092,3.0,Success,-31115.67865251948
Motherboard,Motherboard_493,0.0,31625.611156447667,31625.611156447667,494.0,5.0,3.0,Success,-31123.611156447667
Computer,Computer_312,,31630.057740121836,,5.0,,,Success,
CoolingSystem,CoolingSystem_493,0.0,31633.454313250757,31633.454313250757,494.0,4.447731755424063,3.0,Success,-31132.006581495334
GraphicsCard,GraphicsCard_246,0.0,31640.64232312883,31640.64232312883,247.0,5.0,2.0,Success,-31386.64232312883
Storage,Storage_246,0.0,31647.930203787157,31647.930203787157,247.0,3.922532588454376,2.0,Success,-31395.007671198702
RAM,RAM_246,0.0,31654.62759888584,31654.62759888584,247.0,3.3552986512524092,2.0,Success,-31402.27230023459
Processor,Processor_494,0.0,31664.561620124638,31664.561620124638,495.0,5.0,4.0,Success,-31160.561620124638
GraphicsCard,GraphicsCard_494,0.0,31675.192162231982,31675.192162231982,495.0,5.0,4.0,Success,-31171.192162231982
Storage,Storage_494,0.0,31683.665182902405,31683.665182902405,495.0,3.922532588454376,4.0,Success,-31180.74265031395
Box,Box_494,0.0,31693.422907322038,31693.422907322038,495.0,3.922532588454376,4.0,Success,-31190.500374733583
PowerSupply,PowerSupply_494,0.0,31703.089947303357,31703.089947303357,495.0,5.000000000000001,4.0,Success,-31199.089947303357
RAM,RAM_494,0.0,31711.964794262,31711.964794262,495.0,3.3552986512524092,4.0,Success,-31209.609495610748
Motherboard,Motherboard_494,0.0,31721.04132574731,31721.04132574731,495.0,5.0,4.0,Success,-31217.04132574731
Computer,Computer_313,,31725.508397040605,,5.0,,,Success,
CoolingSystem,CoolingSystem_494,0.0,31731.486096134606,31731.486096134606,495.0,4.447731755424063,4.0,Success,-31228.038364379183
Processor,Processor_495,0.0,31739.109682670212,31739.109682670212,496.0,5.0,2.0,Success,-31236.109682670212
GraphicsCard,GraphicsCard_495,0.0,31747.81361718024,31747.81361718024,496.0,5.0,2.0,Success,-31244.81361718024
Storage,Storage_495,0.0,31755.27647998766,31755.27647998766,496.0,3.922532588454376,2.0,Success,-31253.353947399206
Box,Box_495,0.0,31762.225332636237,31762.225332636237,496.0,3.922532588454376,2.0,Success,-31260.302800047783
PowerSupply,PowerSupply_495,0.0,31770.357263773058,31770.357263773058,496.0,5.000000000000001,2.0,Success,-31267.357263773058
RAM,RAM_495,0.0,31777.205102534263,31777.205102534263,496.0,3.3552986512524092,2.0,Success,-31275.84980388301
Motherboard,Motherboard_495,0.0,31784.69515227907,31784.69515227907,496.0,5.0,2.0,Success,-31281.69515227907
CoolingSystem,CoolingSystem_495,0.0,31791.53333330982,31791.53333330982,496.0,4.447731755424063,2.0,Success,-31289.085601554398
Processor,Processor_496,0.0,31800.026284629912,31800.026284629912,497.0,5.0,3.0,Success,-31295.026284629912
GraphicsCard,GraphicsCard_496,0.0,31808.09087001704,31808.09087001704,497.0,5.0,3.0,Success,-31303.09087001704
Box,Box_496,0.0,31816.503045163157,31816.503045163157,497.0,3.922532588454376,3.0,Success,-31312.580512574703
PowerSupply,PowerSupply_496,0.0,31825.861094728927,31825.861094728927,497.0,5.000000000000001,3.0,Success,-31320.861094728927
RAM,RAM_496,0.0,31833.89225667318,31833.89225667318,497.0,3.3552986512524092,3.0,Success,-31330.53695802193
Motherboard,Motherboard_496,0.0,31842.507899650405,31842.507899650405,497.0,5.0,3.0,Success,-31337.507899650405
CoolingSystem,CoolingSystem_496,0.0,31850.395264782976,31850.395264782976,497.0,4.447731755424063,3.0,Success,-31345.947533027553
Processor,Processor_497,0.0,31861.35562191787,31861.35562191787,498.0,5.0,4.0,Success,-31354.35562191787
GraphicsCard,GraphicsCard_497,0.0,31872.264434525358,31872.264434525358,498.0,5.0,4.0,Success,-31365.264434525358
Storage,Storage_497,0.0,31881.14842919208,31881.14842919208,498.0,3.922532588454376,4.0,Success,-31375.225896603624
Computer,Computer_314,,31886.073624424218,,5.0,,,Success,
Box,Box_497,0.0,31890.658038916867,31890.658038916867,498.0,3.922532588454376,4.0,Success,-31384.735506328412
PowerSupply,PowerSupply_497,0.0,31901.638788870583,31901.638788870583,498.0,5.000000000000001,4.0,Success,-31394.638788870583
RAM,RAM_497,0.0,31909.012777868036,31909.012777868036,498.0,3.3552986512524092,4.0,Success,-31403.657479216785
Motherboard,Motherboard_497,0.0,31918.95752415938,31918.95752415938,498.0,5.0,4.0,Success,-31411.95752415938
CoolingSystem,CoolingSystem_497,0.0,31928.24813658722,31928.24813658722,498.0,4.447731755424063,4.0,Success,-31421.800404831796
RAM,RAM_248,0.0,31936.056860051252,31936.056860051252,249.0,3.3552986512524092,4.0,Success,-31679.7015614
Motherboard,Motherboard_248,0.0,31945.759841480107,31945.759841480107,249.0,5.0,4.0,Success,-31687.759841480107
Processor,Processor_498,0.0,31953.038951065704,31953.038951065704,499.0,5.0,2.0,Success,-31447.038951065704
GraphicsCard,GraphicsCard_498,0.0,31961.496346973552,31961.496346973552,499.0,5.0,2.0,Success,-31455.496346973552
Storage,Storage_498,0.0,31968.195522991802,31968.195522991802,499.0,3.922532588454376,2.0,Success,-31463.272990403348
Computer,Computer_315,,31973.38147177667,,5.0,,,Success,
Box,Box_498,0.0,31975.719854488474,31975.719854488474,499.0,3.922532588454376,2.0,Success,-31470.79732190002
PowerSupply,PowerSupply_498,0.0,31982.790701070084,31982.790701070084,499.0,5.000000000000001,2.0,Success,-31476.790701070084
RAM,RAM_498,0.0,31988.59401526522,31988.59401526522,499.0,3.3552986512524092,2.0,Success,-31484.238716613967
Motherboard,Motherboard_498,0.0,31996.70465325265,31996.70465325265,499.0,5.0,2.0,Success,-31490.70465325265
CoolingSystem,CoolingSystem_498,0.0,32003.276949737174,32003.276949737174,499.0,4.447731755424063,2.0,Success,-31497.82921798175
Processor,Processor_499,0.0,32012.946326263464,32012.946326263464,500.0,5.0,3.0,Success,-31504.946326263464
GraphicsCard,GraphicsCard_499,0.0,32021.433477130882,32021.433477130882,500.0,5.0,3.0,Success,-31513.433477130882
Storage,Storage_499,0.0,32029.932206145913,32029.932206145913,500.0,3.922532588454376,3.0,Success,-31523.00967355746
Computer,Computer_316,,32034.30271795113,,5.0,,,Success,
Box,Box_499,0.0,32037.18332585219,32037.18332585219,500.0,3.922532588454376,3.0,Success,-31530.260793263737
PowerSupply,PowerSupply_499,0.0,32045.561892904236,32045.561892904236,500.0,5.000000000000001,3.0,Success,-31537.561892904236
RAM,RAM_499,0.0,32053.609885966973,32053.609885966973,500.0,3.3552986512524092,3.0,Success,-31547.25458731572
Motherboard,Motherboard_499,0.0,32062.993464488532,32062.993464488532,500.0,5.0,3.0,Success,-31554.993464488532
CoolingSystem,CoolingSystem_499,0.0,32072.302131415334,32072.302131415334,500.0,4.447731755424063,3.0,Success,-31564.85439965991
Processor,Processor_249,0.0,32079.97271824578,32079.97271824578,250.0,5.0,2.0,Success,-31822.97271824578
GraphicsCard,GraphicsCard_249,0.0,32087.022550678972,32087.022550678972,250.0,5.0,2.0,Success,-31830.022550678972
PowerSupply,PowerSupply_249,0.0,32094.59825965387,32094.59825965387,250.0,5.000000000000001,2.0,Success,-31837.59825965387
Processor,Processor_500,0.0,32105.032463227897,32105.032463227897,501.0,5.0,4.0,Success,-31595.032463227897
GraphicsCard,GraphicsCard_500,0.0,32114.973141320675,32114.973141320675,501.0,5.0,4.0,Success,-31604.973141320675
Box,Box_500,0.0,32124.430581973193,32124.430581973193,501.0,3.922532588454376,4.0,Success,-31615.508049384738
PowerSupply,PowerSupply_500,0.0,32134.864625123853,32134.864625123853,501.0,5.000000000000001,4.0,Success,-31624.864625123853
RAM,RAM_500,0.0,32142.419783351193,32142.419783351193,501.0,3.3552986512524092,4.0,Success,-31634.064484699942
Motherboard,Motherboard_500,0.0,32152.545321073296,32152.545321073296,501.0,5.0,4.0,Success,-31642.545321073296
CoolingSystem,CoolingSystem_500,0.0,32162.726833448236,32162.726833448236,501.0,4.447731755424063,4.0,Success,-31653.279101692813
Processor,Processor_501,0.0,32170.490667431703,32170.490667431703,502.0,5.0,2.0,Success,-31661.490667431703
GraphicsCard,GraphicsCard_501,0.0,32178.290993181356,32178.290993181356,502.0,5.0,2.0,Success,-31669.290993181356
Box,Box_501,0.0,32184.75369105643,32184.75369105643,502.0,3.922532588454376,2.0,Success,-31676.831158467976
PowerSupply,PowerSupply_501,0.0,32193.65493243243,32193.65493243243,502.0,5.000000000000001,2.0,Success,-31684.65493243243
Motherboard,Motherboard_501,0.0,32200.709791279445,32200.709791279445,502.0,5.0,2.0,Success,-31691.709791279445
CoolingSystem,CoolingSystem_501,0.0,32208.763034727755,32208.763034727755,502.0,4.447731755424063,2.0,Success,-31700.315302972333
GraphicsCard,GraphicsCard_250,0.0,32218.571301212123,32218.571301212123,251.0,5.0,3.0,Success,-31959.571301212123
Storage,Storage_250,0.0,32225.789886140286,32225.789886140286,251.0,3.922532588454376,3.0,Success,-31967.867353551832
Computer,Computer_317,,32231.043034877337,,5.0,,,Success,
Processor,Processor_502,0.0,32235.031191451802,32235.031191451802,503.0,5.0,3.0,Success,-31724.031191451802
GraphicsCard,GraphicsCard_502,0.0,32244.59148967136,32244.59148967136,503.0,5.0,3.0,Success,-31733.59148967136
Box,Box_502,0.0,32253.16222673057,32253.16222673057,503.0,3.922532588454376,3.0,Success,-31743.239694142114
PowerSupply,PowerSupply_502,0.0,32261.251168129776,32261.251168129776,503.0,5.000000000000001,3.0,Success,-31750.251168129776
RAM,RAM_502,0.0,32268.88050199731,32268.88050199731,503.0,3.3552986512524092,3.0,Success,-31759.52520334606
Motherboard,Motherboard_502,0.0,32278.592764394183,32278.592764394183,503.0,5.0,3.0,Success,-31767.592764394183
CoolingSystem,CoolingSystem_502,0.0,32286.486080968516,32286.486080968516,503.0,4.447731755424063,3.0,Success,-31776.038349213093
Processor,Processor_503,0.0,32296.156799985685,32296.156799985685,504.0,5.0,4.0,Success,-31783.156799985685
GraphicsCard,GraphicsCard_503,0.0,32305.803747306443,32305.803747306443,504.0,5.0,4.0,Success,-31792.803747306443
Storage,Storage_503,0.0,32315.351721441497,32315.351721441497,504.0,3.922532588454376,4.0,Success,-31803.429188853042
Computer,Computer_318,,32319.631274948522,,5.0,,,Success,
Box,Box_503,0.0,32324.01686632662,32324.01686632662,504.0,3.922532588454376,4.0,Success,-31812.094333738165
PowerSupply,PowerSupply_503,0.0,32333.164160675427,32333.164160675427,504.0,5.000000000000001,4.0,Success,-31820.164160675427
RAM,RAM_503,0.0,32340.877404982988,32340.877404982988,504.0,3.3552986512524092,4.0,Success,-31829.522106331737
Motherboard,Motherboard_503,0.0,32350.121065391977,32350.121065391977,504.0,5.0,4.0,Success,-31837.121065391977
CoolingSystem,CoolingSystem_503,0.0,32360.055883647936,32360.055883647936,504.0,4.447731755424063,4.0,Success,-31847.608151892513
Processor,Processor_504,0.0,32368.71064644794,32368.71064644794,505.0,5.0,2.0,Success,-31856.71064644794
Storage,Storage_504,0.0,32375.434161026715,32375.434161026715,505.0,3.922532588454376,2.0,Success,-31864.51162843826
Box,Box_504,0.0,32382.804626280013,32382.804626280013,505.0,3.922532588454376,2.0,Success,-31871.882093691558
PowerSupply,PowerSupply_504,0.0,32391.198182008065,32391.198182008065,505.0,5.000000000000001,2.0,Success,-31879.198182008065
RAM,RAM_504,0.0,32398.15154739144,32398.15154739144,505.0,3.3552986512524092,2.0,Success,-31887.79624874019
CoolingSystem,CoolingSystem_504,0.0,32405.368785679813,32405.368785679813,505.0,4.447731755424063,2.0,Success,-31893.92105392439
Processor,Processor_505,0.0,32415.312359803913,32415.312359803913,506.0,5.0,3.0,Success,-31901.312359803913
GraphicsCard,GraphicsCard_505,0.0,32424.1597863643,32424.1597863643,506.0,5.0,3.0,Success,-31910.1597863643
Computer,Computer_319,,32429.8790061132,,5.0,,,Success,
Storage,Storage_505,0.0,32431.32646111635,32431.32646111635,506.0,3.922532588454376,3.0,Success,-31918.403928527896
Box,Box_505,0.0,32439.415912799377,32439.415912799377,506.0,3.922532588454376,3.0,Success,-31926.493380210923
PowerSupply,PowerSupply_505,0.0,32449.360027184306,32449.360027184306,506.0,5.000000000000001,3.0,Success,-31935.360027184306
RAM,RAM_505,0.0,32457.19825250782,32457.19825250782,506.0,3.3552986512524092,3.0,Success,-31944.84295385657
Motherboard,Motherboard_505,0.0,32465.464097235857,32465.464097235857,506.0,5.0,3.0,Success,-31951.464097235857
CoolingSystem,CoolingSystem_505,0.0,32474.360452920897,32474.360452920897,506.0,4.447731755424063,3.0,Success,-31960.912721165474
Box,Box_252,0.0,32480.85063344649,32480.85063344649,253.0,3.922532588454376,2.0,Success,-32221.928100858036
Processor,Processor_506,0.0,32490.129216180558,32490.129216180558,507.0,5.0,4.0,Success,-31974.129216180558
GraphicsCard,GraphicsCard_506,0.0,32500.1784222844,32500.1784222844,507.0,5.0,4.0,Success,-31984.1784222844
Computer,Computer_320,,32505.16397567447,,5.0,,,Success,
Storage,Storage_506,0.0,32509.87242397618,32509.87242397618,507.0,3.922532588454376,4.0,Success,-31994.949891387725
Box,Box_506,0.0,32518.524901350796,32518.524901350796,507.0,3.922532588454376,4.0,Success,-32003.602368762342
PowerSupply,PowerSupply_506,0.0,32528.174378512107,32528.174378512107,507.0,5.000000000000001,4.0,Success,-32012.174378512107
RAM,RAM_506,0.0,32536.082382148303,32536.082382148303,507.0,3.3552986512524092,4.0,Success,-32021.72708349705
Motherboard,Motherboard_506,0.0,32545.993674047226,32545.993674047226,507.0,5.0,4.0,Success,-32029.993674047226
CoolingSystem,CoolingSystem_506,0.0,32555.446610429983,32555.446610429983,507.0,4.447731755424063,4.0,Success,-32039.99887867456
